,name,gross,runtime,budget,score,genre,votes,year,director,rating,released,star,writer,company,gross_bin,month,isweekend
1913,Inception,292576195,148,160000000,8.8,Action,1629342,2010,Christopher Nolan,PG-13,7/16/2010,Leonardo DiCaprio,Christopher Nolan,Warner Bros.,4,7,0
1914,The Twilight Saga: Eclipse,300531751,124,68000000,4.9,Adventure,195941,2010,David Slade,PG-13,6/30/2010,Kristen Stewart,Melissa Rosenberg,Summit Entertainment,4,6,0
1915,Grown Ups,162001186,102,80000000,6.0,Comedy,194404,2010,Dennis Dugan,PG-13,6/25/2010,Adam Sandler,Adam Sandler,Columbia Pictures,4,6,0
1916,Knight and Day,76423035,109,117000000,6.3,Action,157815,2010,James Mangold,PG-13,6/23/2010,Tom Cruise,Patrick O'Neill,Twentieth Century Fox Film Corporation,3,6,0
1917,Jonah Hex,10539414,81,47000000,4.7,Action,48504,2010,Jimmy Hayward,PG-13,6/18/2010,Josh Brolin,Mark Neveldine,Warner Bros.,3,6,0
1918,Wild Target,117190,98,8000000,6.9,Action,31864,2010,Jonathan Lynn,PG-13,6/18/2010,Bill Nighy,Lucinda Coxon,Magic Light Pictures,1,6,0
1919,The A-Team,77222099,117,110000000,6.8,Action,222505,2010,Joe Carnahan,PG-13,6/11/2010,Liam Neeson,Joe Carnahan,Twentieth Century Fox Film Corporation,3,6,0
1920,Killers,47059963,100,75000000,5.4,Action,77029,2010,Robert Luketic,PG-13,6/4/2010,Katherine Heigl,Bob DeRosa,Lionsgate,3,6,0
1921,Prince of Persia: The Sands of Time,90759676,116,200000000,6.6,Action,237542,2010,Mike Newell,PG-13,5/28/2010,Jake Gyllenhaal,Boaz Yakin,The Walt Disney Company,3,5,0
1922,The Romantics,103280,100,4500000,5.1,Comedy,10547,2010,Galt Niederhoffer,PG-13,5/26/2010,Katie Holmes,Galt Niederhoffer,10th Hole Productions,1,5,0
1923,Robin Hood,105269730,140,200000000,6.7,Action,224548,2010,Ridley Scott,PG-13,5/14/2010,Russell Crowe,Brian Helgeland,Universal Pictures,4,5,0
1924,Iron Man 2,312433331,124,200000000,7.0,Action,571416,2010,Jon Favreau,PG-13,5/7/2010,Robert Downey Jr.,Justin Theroux,Paramount Pictures,4,5,0
1925,City Island,6670712,104,6000000,7.4,Comedy,28292,2010,Raymond De Felitta,PG-13,4/30/2010,Andy Garcia,Raymond De Felitta,CineSon Entertainment,2,4,0
1926,The Losers,23580735,97,25000000,6.4,Action,78545,2010,Sylvain White,PG-13,4/23/2010,Idris Elba,Peter Berg,Warner Bros.,3,4,0
1927,The Back-up Plan,37490007,104,35000000,5.3,Comedy,43272,2010,Alan Poul,PG-13,4/23/2010,Jennifer Lopez,Kate Angelo,CBS Films,3,4,0
1928,Date Night,98711404,88,55000000,6.3,Comedy,135458,2010,Shawn Levy,PG-13,4/9/2010,Steve Carell,Josh Klausner,Twentieth Century Fox Film Corporation,3,4,0
1929,Clash of the Titans,163214888,106,125000000,5.8,Action,241875,2010,Louis Leterrier,PG-13,4/2/2010,Sam Worthington,Travis Beacham,Warner Bros.,4,4,0
1930,The Ghost Writer,15541549,128,45000000,7.2,Drama,140059,2010,Roman Polanski,PG-13,3/19/2010,Ewan McGregor,Robert Harris,R.P. Productions,3,3,0
1931,The Bounty Hunter,67061228,110,40000000,5.5,Action,103868,2010,Andy Tennant,PG-13,3/19/2010,Jennifer Aniston,Sarah Thorp,Columbia Pictures,3,3,0
1932,Remember Me,19068240,113,16000000,7.2,Drama,121432,2010,Allen Coulter,PG-13,3/12/2010,Robert Pattinson,Will Fetters,Summit Entertainment,3,3,0
1933,Valentine's Day,110485654,125,52000000,5.7,Comedy,100570,2010,Garry Marshall,PG-13,2/12/2010,Julia Roberts,Katherine Fugate,New Line Cinema,4,2,0
1934,My Name Is Khan,4018695,165,12000000,8.0,Adventure,81130,2010,Karan Johar,PG-13,2/12/2010,Shah Rukh Khan,Shibani Bathija,Dharma Productions,2,2,0
1936,Dear John,80014842,108,25000000,6.3,Drama,115712,2010,Lasse Hallstr�m,PG-13,2/5/2010,Channing Tatum,Jamie Linden,Screen Gems,3,2,0
1937,When in Rome,32669555,91,55000000,5.6,Comedy,53883,2010,Mark Steven Johnson,PG-13,1/29/2010,Kristen Bell,David Diamond,Touchstone Pictures,3,1,0
1938,The Lovely Bones,43818839,135,65000000,6.7,Drama,133076,2010,Peter Jackson,PG-13,1/15/2010,Rachel Weisz,Fran Walsh,DreamWorks,3,1,0
1939,The Imaginarium of Doctor Parnassus,7689607,123,40000000,6.8,Adventure,131731,2010,Terry Gilliam,PG-13,1/8/2010,Christopher Plummer,Terry Gilliam,Infinity Features Entertainment,2,1,0
1940,Sherlock Holmes,209028679,128,90000000,7.6,Action,511547,2009,Guy Ritchie,PG-13,12/25/2009,Robert Downey Jr.,Michael Robert Johnson,Warner Bros.,4,12,0
1942,Nine,19664021,118,80000000,5.8,Drama,39041,2009,Rob Marshall,PG-13,12/25/2009,Daniel Day-Lewis,Michael Tolkin,The Weinstein Company,3,12,0
1943,Me and Orson Welles,1186957,114,25000000,6.8,Drama,9720,2009,Richard Linklater,PG-13,12/18/2009,Zac Efron,Robert Kaplow,CinemaNX,2,12,0
1944,Avatar,760507625,162,237000000,7.8,Action,954412,2009,James Cameron,PG-13,12/18/2009,Sam Worthington,James Cameron,Twentieth Century Fox Film Corporation,4,12,0
1945,Did You Hear About the Morgans?,29580087,100,58000000,4.8,Comedy,31604,2009,Marc Lawrence,PG-13,12/18/2009,Hugh Grant,Marc Lawrence,Columbia Pictures,3,12,0
1946,Invictus,37491364,134,60000000,7.4,Biography,132427,2009,Clint Eastwood,PG-13,12/11/2009,Morgan Freeman,Anthony Peckham,Warner Bros.,3,12,0
1947,Everybody's Fine,8855646,100,21000000,7.2,Adventure,52792,2009,Kirk Jones,PG-13,12/4/2009,Robert De Niro,Kirk Jones,Miramax,2,12,0
1948,Armored,15988876,88,27000000,5.7,Action,27251,2009,Nimr�d Antal,PG-13,12/4/2009,Columbus Short,James V. Simpson,Screen Gems,3,12,0
1949,The Blind Side,255959475,100,29000000,7.7,Biography,242741,2009,John Lee Hancock,PG-13,11/20/2009,Quinton Aaron,John Lee Hancock,Alcon Entertainment,4,11,0
1950,The Twilight Saga: New Moon,296623634,130,50000000,4.6,Adventure,232524,2009,Chris Weitz,PG-13,11/20/2009,Kristen Stewart,Melissa Rosenberg,Temple Hill Entertainment,4,11,0
1951,2012,166112167,158,200000000,5.8,Action,303766,2009,Roland Emmerich,PG-13,11/13/2009,John Cusack,Roland Emmerich,Columbia Pictures,4,11,0
1952,The Box,15045676,115,16000000,5.6,Drama,80381,2009,Richard Kelly,PG-13,11/6/2009,Cameron Diaz,Richard Kelly,Warner Bros.,3,11,0
1953,The Fourth Kind,25464480,98,10000000,5.9,Mystery,66304,2009,Olatunde Osunsanmi,PG-13,11/6/2009,Milla Jovovich,Olatunde Osunsanmi,Universal Pictures,3,11,0
1955,Cirque du Freak: The Vampire's Assistant,13838130,100,40000000,5.9,Action,37859,2009,Paul Weitz,PG-13,10/23/2009,Chris Massoglia,Paul Weitz,Universal Pictures,3,10,0
1957,Couples Retreat,109205660,113,60000000,5.5,Comedy,87743,2009,Peter Billingsley,PG-13,10/9/2009,Vince Vaughn,Jon Favreau,Universal Pictures,4,10,0
1958,The Invention of Lying,18439082,100,18500000,6.4,Comedy,99595,2009,Ricky Gervais,PG-13,10/2/2009,Ricky Gervais,Ricky Gervais,Warner Bros.,3,10,0
1959,Whip It,13043363,111,15000000,6.9,Drama,58138,2009,Drew Barrymore,PG-13,10/2/2009,Ellen Page,Shauna Cross,Mandate Pictures,3,10,0
1960,Surrogates,38577772,89,80000000,6.3,Action,157149,2009,Jonathan Mostow,PG-13,9/25/2009,Bruce Willis,Michael Ferris,Touchstone Pictures,3,9,0
1961,Love Happens,22927390,100,18000000,5.6,Drama,27008,2009,Brandon Camp,PG-13,9/18/2009,Jennifer Aniston,Brandon Camp,Universal Pictures,3,9,0
1963,I Can Do Bad All by Myself,51733921,100,13000000,4.2,Comedy,8640,2009,Tyler Perry,PG-13,9/11/2009,Tyler Perry,Tyler Perry,"Tyler Perry Company, The",3,9,0
1964,9,31743332,79,30000000,7.1,Animation,117268,2009,Shane Acker,PG-13,9/9/2009,Elijah Wood,Pamela Pettler,Focus Features,3,9,0
1965,All About Steve,33860010,99,15000000,4.8,Comedy,34902,2009,Phil Traill,PG-13,9/4/2009,Sandra Bullock,Kim Barker,Fox 2000 Pictures,3,9,0
1967,The Time Traveler's Wife,63414846,107,39000000,7.1,Drama,122959,2009,Robert Schwentke,PG-13,8/14/2009,Eric Bana,Bruce Joel Rubin,New Line Cinema,3,8,0
1968,500 Days of Summer,32391374,95,7500000,7.7,Comedy,407875,2009,Marc Webb,PG-13,8/7/2009,Zooey Deschanel,Scott Neustadter,Fox Searchlight Pictures,3,8,0
1969,G.I. Joe: The Rise of Cobra,152267519,118,175000000,5.8,Action,182662,2009,Stephen Sommers,PG-13,8/7/2009,Dennis Quaid,Stuart Beattie,Paramount Pictures,4,8,0
1970,Julie & Julia,94125426,118,40000000,7.0,Biography,86198,2009,Nora Ephron,PG-13,8/7/2009,Amy Adams,Nora Ephron,Columbia Pictures,3,8,0
1972,"I Love You, Beth Cooper",14793904,102,18000000,5.3,Comedy,29845,2009,Chris Columbus,PG-13,7/10/2009,Hayden Panettiere,Larry Doyle,Fox Atomic,3,7,0
1973,Whatever Works,5306447,93,15000000,7.2,Comedy,62933,2009,Woody Allen,PG-13,7/3/2009,Evan Rachel Wood,Woody Allen,Sony Pictures,2,7,0
1974,My Sister's Keeper,49200230,109,30000000,7.4,Drama,79925,2009,Nick Cassavetes,PG-13,6/26/2009,Cameron Diaz,Jeremy Leven,Curmudgeon Films,3,6,0
1975,Transformers: Revenge of the Fallen,402111870,150,200000000,6.0,Action,343549,2009,Michael Bay,PG-13,6/24/2009,Shia LaBeouf,Ehren Kruger,DreamWorks,4,6,0
1977,The Brothers Bloom,3519627,114,20000000,6.8,Adventure,43721,2009,Rian Johnson,PG-13,6/19/2009,Rachel Weisz,Rian Johnson,Endgame Entertainment,2,6,0
1978,The Proposal,163958031,108,40000000,6.7,Comedy,247443,2009,Anne Fletcher,PG-13,6/19/2009,Sandra Bullock,Peter Chiarelli,Touchstone Pictures,4,6,0
1979,Year One,43337279,97,60000000,4.9,Adventure,80204,2009,Harold Ramis,PG-13,6/19/2009,Jack Black,Harold Ramis,Columbia Pictures,3,6,0
1980,Land of the Lost,49438370,102,100000000,5.4,Adventure,54864,2009,Brad Silberling,PG-13,6/5/2009,Will Ferrell,Chris Henchy,Universal Pictures,3,6,0
1981,My Life in Ruins,8662318,98,17000000,5.9,Comedy,16145,2009,Donald Petrie,PG-13,6/5/2009,Nia Vardalos,Mike Reiss,26 Films,2,6,0
1982,Drag Me to Hell,42100625,99,30000000,6.6,Horror,166655,2009,Sam Raimi,PG-13,5/29/2009,Alison Lohman,Sam Raimi,Universal Pictures,3,5,0
1983,Terminator Salvation,125322469,115,200000000,6.6,Action,301842,2009,McG,PG-13,5/21/2009,Christian Bale,John Brancato,"Halcyon Company, The",4,5,0
1984,Angels & Demons,133375846,138,150000000,6.7,Mystery,232877,2009,Ron Howard,PG-13,5/15/2009,Tom Hanks,David Koepp,Columbia Pictures,4,5,0
1985,Star Trek,257730019,127,150000000,8.0,Action,532987,2009,J.J. Abrams,PG-13,5/8/2009,Chris Pine,Roberto Orci,Paramount Pictures,4,5,0
1986,X-Men Origins: Wolverine,179883157,107,150000000,6.7,Action,397838,2009,Gavin Hood,PG-13,5/1/2009,Hugh Jackman,David Benioff,Twentieth Century Fox Film Corporation,4,5,0
1988,Obsessed,68261644,108,20000000,4.9,Drama,24499,2009,Steve Shill,PG-13,4/24/2009,Beyonc� Knowles,David Loughery,Screen Gems,3,4,0
1990,The Soloist,31670931,117,60000000,6.7,Biography,45900,2009,Joe Wright,PG-13,4/24/2009,Jamie Foxx,Susannah Grant,DreamWorks,3,4,0
1991,17 Again,64167069,102,20000000,6.4,Comedy,155399,2009,Burr Steers,PG-13,4/17/2009,Zac Efron,Jason Filardi,New Line Cinema,3,4,0
1993,Fast & Furious,155064265,107,85000000,6.6,Action,223114,2009,Justin Lin,PG-13,4/3/2009,Vin Diesel,Chris Morgan,Universal Pictures,4,4,0
1995,12 Rounds,12232937,108,22000000,5.6,Action,24250,2009,Renny Harlin,PG-13,3/27/2009,John Cena,Daniel Kunka,Fox Atomic,3,3,0
1996,Knowing,79957634,121,50000000,6.2,Drama,197063,2009,Alex Proyas,PG-13,3/20/2009,Nicolas Cage,Ryne Douglas Pearson,Summit Entertainment,3,3,0
1997,Duplicity,40572825,125,60000000,6.2,Comedy,43170,2009,Tony Gilroy,PG-13,3/20/2009,Julia Roberts,Tony Gilroy,Universal Pictures,3,3,0
1999,Street Fighter: La leyenda,8742261,96,18000000,3.7,Action,20580,2009,Andrzej Bartkowiak,PG-13,2/27/2009,Kristin Kreuk,Justin Marks,Hyde Park Entertainment,2,2,0
2001,Fired Up!,17231291,90,20000000,6.2,Comedy,38879,2009,Will Gluck,PG-13,2/20/2009,Eric Christian Olsen,Will Gluck,Screen Gems,3,2,0
2003,Fanboys,688529,100,3900000,6.6,Adventure,51872,2009,Kyle Newman,PG-13,2/13/2009,Dan Fogler,Ernest Cline,The Weinstein Company,1,2,0
2004,A �l no le gustas tanto,93953653,129,40000000,6.4,Comedy,139962,2009,Ken Kwapis,PG-13,2/6/2009,Jennifer Aniston,Abby Kohn,New Line Cinema,3,2,0
2005,Push,31806100,111,38000000,6.1,Action,95423,2009,Paul McGuigan,PG-13,2/6/2009,Camilla Belle,David Bourla,Summit Entertainment,3,2,0
2006,B�squeda implacable,145000989,93,25000000,7.8,Action,509623,2009,Pierre Morel,PG-13,1/30/2009,Liam Neeson,Luc Besson,EuropaCorp,4,1,0
2008,The Unborn,42670410,88,16000000,4.8,Drama,44283,2009,David S. Goyer,PG-13,1/9/2009,Odette Annable,David S. Goyer,Rogue Pictures,3,1,0
2009,The Curious Case of Benjamin Button,127509326,166,150000000,7.8,Drama,495968,2008,David Fincher,PG-13,12/25/2008,Brad Pitt,Eric Roth,Warner Bros.,4,12,0
2010,Valkyrie,83077833,121,75000000,7.1,Drama,197529,2008,Bryan Singer,PG-13,12/25/2008,Tom Cruise,Christopher McQuarrie,Metro-Goldwyn-Mayer (MGM),3,12,0
2011,The Spirit,19781879,103,60000000,4.8,Action,55602,2008,Frank Miller,PG-13,12/25/2008,Gabriel Macht,Frank Miller,Lionsgate,3,12,0
2012,Doubt,33422556,104,20000000,7.5,Drama,105844,2008,John Patrick Shanley,PG-13,12/25/2008,Meryl Streep,John Patrick Shanley,Goodspeed Productions,3,12,0
2013,Seven Pounds,69951824,123,55000000,7.7,Drama,249856,2008,Gabriele Muccino,PG-13,12/19/2008,Will Smith,Grant Nieporte,Columbia Pictures,3,12,0
2014,Yes Man,97690976,104,70000000,6.8,Comedy,289261,2008,Peyton Reed,PG-13,12/19/2008,Jim Carrey,Nicholas Stoller,Warner Bros.,3,12,0
2015,The Day the Earth Stood Still,79366978,104,80000000,5.5,Drama,146633,2008,Scott Derrickson,PG-13,12/12/2008,Keanu Reeves,David Scarpa,Twentieth Century Fox Film Corporation,3,12,0
2016,Wild Child,19780,98,20000000,6.1,Comedy,40439,2008,Nick Moore,PG-13,11/28/2008,Emma Roberts,Lucy Dahl,Universal Pictures,1,11,0
2017,The Boy in the Striped Pajamas,9030581,94,12500000,7.8,Drama,149511,2008,Mark Herman,PG-13,11/26/2008,Asa Butterfield,John Boyne,Miramax,2,11,0
2018,Australia,49554002,165,130000000,6.6,Adventure,107593,2008,Baz Luhrmann,PG-13,11/26/2008,Nicole Kidman,Stuart Beattie,Twentieth Century Fox Film Corporation,3,11,0
2019,El transportador 3,31715062,104,30000000,6.1,Action,136246,2008,Olivier Megaton,PG-13,11/26/2008,Jason Statham,Luc Besson,EuropaCorp,3,11,0
2020,Ni en tu casa ni en la m�a,120146040,88,80000000,5.6,Comedy,52146,2008,Seth Gordon,PG-13,11/26/2008,Reese Witherspoon,Matt Allen,New Line Cinema,4,11,0
2021,Twilight,191465414,122,37000000,5.2,Drama,366772,2008,Catherine Hardwicke,PG-13,11/21/2008,Kristen Stewart,Melissa Rosenberg,Summit Entertainment,4,11,0
2022,Quantum of Solace,168368427,106,200000000,6.6,Action,353784,2008,Marc Forster,PG-13,11/14/2008,Daniel Craig,Paul Haggis,Metro-Goldwyn-Mayer (MGM),4,11,0
2023,The Haunting of Molly Hartley,13350177,82,5000000,3.9,Drama,8232,2008,Mickey Liddell,PG-13,10/31/2008,Haley Bennett,John Travis,Huntington Prep,3,10,0
2024,Passengers,270659,93,25000000,5.9,Drama,29805,2008,Rodrigo Garc�a,PG-13,10/24/2008,Anne Hathaway,Ronnie Christensen,TriStar Pictures,1,10,0
2025,Max Payne,40689393,100,35000000,5.4,Action,112236,2008,John Moore,PG-13,10/17/2008,Mark Wahlberg,Beau Thorne,Abandon Entertainment,3,10,0
2026,W.,25534493,129,25100000,6.3,Biography,42504,2008,Oliver Stone,PG-13,10/17/2008,Josh Brolin,Stanley Weiser,Lionsgate,3,10,0
2027,The Secret Life of Bees,37766350,114,11000000,7.3,Drama,21142,2008,Gina Prince-Bythewood,PG-13,10/17/2008,Dakota Fanning,Gina Prince-Bythewood,Fox Searchlight Pictures,3,10,0
2030,Nick and Norah's Infinite Playlist,31487293,90,9000000,6.7,Comedy,78985,2008,Peter Sollett,PG-13,10/3/2008,Michael Cera,Lorene Scafaria,Screen Gems,3,10,0
2031,Eagle Eye,101111837,118,80000000,6.6,Action,158402,2008,D.J. Caruso,PG-13,9/26/2008,Shia LaBeouf,John Glenn,DreamWorks,4,9,0
2032,Nights in Rodanthe,41850659,97,30000000,6.0,Drama,19478,2008,George C. Wolfe,PG-13,9/26/2008,Diane Lane,Ann Peacock,Warner Bros.,3,9,0
2034,Lakeview Terrace,39263506,110,22000000,6.1,Crime,42915,2008,Neil LaBute,PG-13,9/19/2008,Samuel L. Jackson,David Loughery,Screen Gems,3,9,0
2035,Ghost Town,13214030,102,20000000,6.7,Comedy,63093,2008,David Koepp,PG-13,9/19/2008,Ricky Gervais,David Koepp,DreamWorks,3,9,0
2036,The Women,26902075,114,16500000,4.9,Comedy,17778,2008,Diane English,PG-13,9/12/2008,Meg Ryan,Diane English,Picturehouse,3,9,0
2038,Bottle Shock,4040588,110,5000000,6.8,Comedy,13051,2008,Randall Miller,PG-13,9/5/2008,Chris Pine,Jody Savin,Shocking Bottle,2,9,0
2039,Babylon A.D.,22531698,101,70000000,5.6,Action,85627,2008,Mathieu Kassovitz,PG-13,8/29/2008,Vin Diesel,Maurice G. Dantec,Babylon,3,8,0
2040,Disaster Movie,14190901,87,20000000,1.9,Comedy,78142,2008,Jason Friedberg,PG-13,8/29/2008,Carmen Electra,Jason Friedberg,Lionsgate,3,8,0
2041,Traitor,23530831,114,22000000,7.0,Action,50958,2008,Jeffrey Nachmanoff,PG-13,8/27/2008,Don Cheadle,Jeffrey Nachmanoff,Overture Films,3,8,0
2042,The House Bunny,48237389,97,25000000,5.5,Comedy,68405,2008,Fred Wolf,PG-13,8/22/2008,Anna Faris,Karen McCullah,Columbia Pictures,3,8,0
2043,The Rocker,6409528,102,15000000,6.2,Comedy,33768,2008,Peter Cattaneo,PG-13,8/20/2008,Rainn Wilson,Maya Forbes,Fox Atomic,2,8,0
2044,Vicky Cristina Barcelona,23216709,96,15500000,7.1,Drama,212733,2008,Woody Allen,PG-13,8/15/2008,Rebecca Hall,Woody Allen,The Weinstein Company,3,8,0
2045,Brideshead Revisited,6414563,100,20000000,6.7,Drama,10581,2008,Julian Jarrold,PG-13,8/15/2008,Matthew Goode,Andrew Davies,Ecosse Films,2,8,0
2047,The Mummy: Tomb of the Dragon Emperor,102491776,112,145000000,5.2,Action,128515,2008,Rob Cohen,PG-13,8/1/2008,Brendan Fraser,Alfred Gough,Universal Pictures,4,8,0
2048,Swing Vote,16284360,120,21000000,6.1,Comedy,15740,2008,Joshua Michael Stern,PG-13,8/1/2008,Kevin Costner,Jason Richman,Touchstone Pictures,3,8,0
2049,The X Files: I Want to Believe,20981633,104,30000000,5.9,Drama,81648,2008,Chris Carter,PG-13,7/25/2008,David Duchovny,Frank Spotnitz,Twentieth Century Fox Film Corporation,3,7,0
2050,The Dark Knight,534858444,152,185000000,9.0,Action,1839571,2008,Christopher Nolan,PG-13,7/18/2008,Christian Bale,Jonathan Nolan,Warner Bros.,4,7,0
2051,Mamma Mia!,144130063,108,52000000,6.4,Comedy,157292,2008,Phyllida Lloyd,PG-13,7/18/2008,Meryl Streep,Catherine Johnson,Universal Pictures,4,7,0
2052,Hellboy II: The Golden Army,75754670,120,85000000,7.0,Action,221241,2008,Guillermo del Toro,PG-13,7/11/2008,Ron Perlman,Guillermo del Toro,Universal Pictures,3,7,0
2053,Hancock,227946274,92,150000000,6.4,Action,375055,2008,Peter Berg,PG-13,7/2/2008,Will Smith,Vincent Ngo,Columbia Pictures,4,7,0
2054,Get Smart,130319208,110,80000000,6.5,Action,176842,2008,Peter Segal,PG-13,6/20/2008,Steve Carell,Tom J. Astle,Warner Bros.,4,6,0
2055,The Love Guru,32235793,87,62000000,3.8,Comedy,45014,2008,Marco Schnabel,PG-13,6/20/2008,Mike Myers,Mike Myers,Paramount Pictures,3,6,0
2056,The Incredible Hulk,134518390,112,150000000,6.8,Action,350423,2008,Louis Leterrier,PG-13,6/13/2008,Edward Norton,Zak Penn,Universal Pictures,4,6,0
2057,You Don't Mess with the Zohan,100018837,113,90000000,5.5,Action,166095,2008,Dennis Dugan,PG-13,6/6/2008,Adam Sandler,Adam Sandler,Columbia Pictures,4,6,0
2060,Indiana Jones and the Kingdom of the Crystal Skull,317101119,122,185000000,6.2,Action,358563,2008,Steven Spielberg,PG-13,5/22/2008,Harrison Ford,David Koepp,Paramount Pictures,4,5,0
2061,What Happens in Vegas,80277646,99,35000000,6.1,Comedy,149018,2008,Tom Vaughan,PG-13,5/9/2008,Cameron Diaz,Dana Fox,Twentieth Century Fox Film Corporation,3,5,0
2062,Iron Man,318412101,126,140000000,7.9,Action,755866,2008,Jon Favreau,PG-13,5/2/2008,Robert Downey Jr.,Mark Fergus,Paramount Pictures,4,5,0
2063,Made of Honor,46012734,101,40000000,5.9,Comedy,58284,2008,Paul Weiland,PG-13,5/2/2008,Patrick Dempsey,Adam Sztykiel,Columbia Pictures,3,5,0
2064,Baby Mama,60269340,100,30000000,6.0,Comedy,36032,2008,Michael McCullers,PG-13,4/25/2008,Tina Fey,Michael McCullers,Broadway Video,3,4,0
2065,The Forbidden Kingdom,52075270,104,55000000,6.6,Action,92275,2008,Rob Minkoff,PG-13,4/18/2008,Jackie Chan,John Fusco,Casey Silver Productions,3,4,0
2067,Prom Night,43869350,88,20000000,3.9,Horror,29352,2008,Nelson McCormick,PG-13,4/11/2008,Brittany Snow,J.S. Cardone,Alliance,3,4,0
2069,Noches p�rpuras,866778,95,10000000,6.7,Drama,46741,2008,Kar-Wai Wong,PG-13,4/4/2008,Norah Jones,Kar-Wai Wong,Block 2 Pictures,1,4,0
2071,Leatherheads,31199215,114,58000000,6.0,Comedy,28721,2008,George Clooney,PG-13,4/4/2008,George Clooney,Duncan Brantley,Universal Pictures,3,4,0
2073,Flawless,1200234,108,20000000,6.8,Crime,20482,2008,Michael Radford,PG-13,3/28/2008,Demi Moore,Edward Anderson,Magnolia Pictures,2,3,0
2074,21,81159365,123,35000000,6.8,Crime,201705,2008,Robert Luketic,PG-13,3/28/2008,Jim Sturgess,Peter Steinfeld,Columbia Pictures,3,3,0
2075,Superhero Movie,25871834,75,35000000,4.5,Action,55389,2008,Craig Mazin,PG-13,3/28/2008,Drake Bell,Craig Mazin,Dimension Films,3,3,0
2076,Shutter,25926543,85,8000000,5.2,Horror,28640,2008,Masayuki Ochiai,PG-13,3/21/2008,Joshua Jackson,Luke Dawson,Regency Enterprises,3,3,0
2077,Drillbit Taylor,32853640,110,40000000,5.7,Comedy,52554,2008,Steven Brill,PG-13,3/21/2008,Owen Wilson,Kristofor Brown,Paramount Pictures,3,3,0
2079,Never Back Down,24850922,110,20000000,6.6,Action,85496,2008,Jeff Wadlow,PG-13,3/14/2008,Sean Faris,Chris Hauty,Summit Entertainment,3,3,0
2080,"10,000 BC",94784201,109,105000000,5.1,Action,114171,2008,Roland Emmerich,PG-13,3/7/2008,Camilla Belle,Roland Emmerich,Warner Bros.,3,3,0
2082,The Other Boleyn Girl,26814957,115,35000000,6.7,Biography,89728,2008,Justin Chadwick,PG-13,2/29/2008,Natalie Portman,Peter Morgan,Columbia Pictures,3,2,0
2083,Pers�polis,4443403,96,7300000,8.1,Animation,75802,2008,Vincent Paronnaud,PG-13,2/22/2008,Chiara Mastroianni,Marjane Satrapi,2.4.7. Films,2,2,0
2084,Vantage Point,72266306,90,40000000,6.6,Crime,132882,2008,Pete Travis,PG-13,2/22/2008,Dennis Quaid,Barry L. Levy,Columbia Pictures,3,2,0
2085,Be Kind Rewind,11169531,102,20000000,6.4,Comedy,82776,2008,Michel Gondry,PG-13,2/22/2008,Jack Black,Michel Gondry,New Line Cinema,3,2,0
2086,The Hottie & the Nottie,27696,91,9000000,1.9,Comedy,34253,2008,Tom Putnam,PG-13,2/21/2008,Paris Hilton,Heidi Ferrer,Purple Pictures,1,2,0
